b2e2 5895 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h2e2 5895 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
b0c2 3822 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR w - - 0 2
h0g2 3822 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR w - - 0 2
h9g7 3044 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR b - - 0 1
b9c7 3044 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR b - - 0 1
a9b9 2560 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR b - - 0 2
i9h9 2560 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 2
a0b0 2476 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
i0h0 2476 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
c3c4 2185 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
g3g4 2185 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h9g7 1433 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 3
b9c7 1433 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 3
c0e2 1246 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
g0e2 1246 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h0g2 907 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR w - - 0 2
b0c2 907 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR w - - 0 2
b2e2 886 rnbakabnr/9/1c4c2/p1p1p1p1p/9/6P2/P1P1P3P/1C5C1/9/RNBAKABNR w - - 0 2
h2e2 886 rnbakabnr/9/2c4c1/p1p1p1p1p/9/2P6/P3P1P1P/1C5C1/9/RNBAKABNR w - - 0 2
b0b6 820 1rbakabnr/9/1cn4c1/p3p1p1p/2p6/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
h0h6 820 rnbakabr1/9/1c4nc1/p1p1p3p/6p2/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
h0g2 757 rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR w - - 0 2
b0c2 757 rnbakabnr/9/4c2c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR w - - 0 2
c6c5 741 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/6P2/P1P1P3P/2N1C2C1/9/1RBAKABNR b - - 0 4
g6g5 741 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 4
b9c7 690 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR b - - 0 1
h9g7 690 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR b - - 0 1
g3g4 675 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
c3c4 675 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
b7a7 620 1rbakab1r/9/1cn3nc1/pR2p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/2BAKABNR b - - 0 5
h7i7 620 r1bakabr1/9/1cn3nc1/p1p1p2Rp/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB2 b - - 0 5
b6c6 607 1rbakab1r/9/c1n3nc1/pR2p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/2BAKABNR w - - 0 6
h6g6 607 r1bakabr1/9/1cn3n1c/p1p1p2Rp/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB2 w - - 0 6
b7c7 598 rnbakabnr/9/1c5c1/p1p1p1p1p/9/2P6/P3P1P1P/1C5C1/9/RNBAKABNR b - - 0 1
h7g7 598 rnbakabnr/9/1c5c1/p1p1p1p1p/9/6P2/P1P1P3P/1C5C1/9/RNBAKABNR b - - 0 1
h0i2 597 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
b0a2 597 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
a7a8 591 1rbakab1r/9/c1n3nc1/p1R1p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/2BAKABNR b - - 0 6
i7i8 591 r1bakabr1/9/1cn3n1c/p1p1p1R1p/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB2 b - - 0 6
h9g7 552 1rbakabnr/9/1cn4c1/pR2p1p1p/2p6/9/P1P1P1P1P/2N1C2C1/9/2BAKABNR b - - 0 4
b9c7 552 rnbakabr1/9/1c4nc1/p1p1p2Rp/6p2/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB2 b - - 0 4
h0i2 551 1rbakab1r/9/1cn3nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 5
b0a2 551 r1bakabr1/9/1cn3nc1/p3p1p1p/2p6/6P2/P1P1P3P/1C2C1N2/9/RNBAKABR1 w - - 0 5
b0b6 550 1rbakab1r/9/1cn3nc1/p3p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/1RBAKABNR w - - 0 5
h0h6 550 r1bakabr1/9/1cn3nc1/p1p1p3p/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 5
a0b0 538 r1bakabnr/9/2n1c2c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
i0h0 538 rnbakab1r/9/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
g3g4 529 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
c3c4 529 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
c3c4 511 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
g3g4 511 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
c6c5 467 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 3
g6g5 467 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 3
c6c5 451 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2CN/9/1RBAKAB1R b - - 0 4
g6g5 451 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/NC2C1N2/9/R1BAKABR1 b - - 0 4
h2g2 438 1rbakab1r/9/1cn3nc1/p3p1p1p/2p6/9/P1P1P1P1P/2N1C2CN/9/1RBAKAB1R w - - 0 5
b2c2 438 r1bakabr1/9/1cn3nc1/p1p1p3p/6p2/9/P1P1P1P1P/NC2C1N2/9/R1BAKABR1 w - - 0 5
h0g2 430 1rbakabnr/9/1cn4c1/p3p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/R1BAKABNR w - - 0 4
b0c2 430 rnbakabr1/9/1c4nc1/p1p1p3p/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 4
h0g2 415 rn1akabnr/9/2c1b2c1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C4/9/RNBAKABNR w - - 0 3
b0c2 415 rnbaka1nr/9/1c2b1c2/p1p1p1p1p/9/6P2/P1P1P3P/4C2C1/9/RNBAKABNR w - - 0 3
a0b0 405 1rbakabr1/9/1cn3nc1/p1p1p3p/6p2/9/P1P1P1P1P/N1C1C1N2/9/R1BAKABR1 w - - 0 6
i0h0 405 1rbakabr1/9/1cn3nc1/p3p1p1p/2p6/9/P1P1P1P1P/2N1C1C1N/9/1RBAKAB1R w - - 0 6
g9e7 405 rnbakabnr/9/1c4c2/p1p1p1p1p/9/6P2/P1P1P3P/4C2C1/9/RNBAKABNR b - - 0 2
c9e7 405 rnbakabnr/9/2c4c1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C4/9/RNBAKABNR b - - 0 2
i0h0 400 r1bakabnr/9/1cn2c3/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
a0b0 400 rnbakab1r/9/3c2nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
h7f7 394 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 2
b7d7 394 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR b - - 0 2
h7e7 391 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR b - - 0 1
b7e7 391 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR b - - 0 1
h0g2 382 1rbakab1r/9/1cn3nc1/pR2p1p1p/2p6/9/P1P1P1P1P/2N1C2C1/9/2BAKABNR w - - 0 5
b0c2 382 r1bakabr1/9/1cn3nc1/p1p1p2Rp/6p2/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB2 w - - 0 5
h2g2 359 1rbakab1r/9/1cn3nc1/p1p1p4/6p1p/2P6/P3P1P1P/2N1C2CN/9/1RBAKAB1R w - - 0 6
b2c2 359 r1bakabr1/9/1cn3nc1/4p1p1p/p1p6/6P2/P1P1P3P/NC2C1N2/9/R1BAKABR1 w - - 0 6
b0c2 358 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h0g2 358 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
i0i1 349 1rbakab1r/9/1cn4c1/p1p1p4/6pnp/2P6/P3P1P1P/2N1C1C1N/9/1RBAKAB1R w - - 0 7
a0a1 349 r1bakabr1/9/1c4nc1/4p1p1p/pnp6/6P2/P1P1P3P/N1C1C1N2/9/R1BAKABR1 w - - 0 7
i0i1 338 1rbakab1r/9/1cn3nc1/pR2p3p/2p3p2/9/P1P1P1P1P/2N1C1NC1/9/2BAKAB1R w - - 0 6
a0a1 338 r1bakabr1/9/1cn3nc1/p3p2Rp/2p3p2/9/P1P1P1P1P/1CN1C1N2/9/R1BAKAB2 w - - 0 6
h9g7 329 rnbakabnr/9/1c2c4/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 2
b9c7 329 rnbakabnr/9/4c2c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR b - - 0 2
h0g2 327 1rbakab1r/c8/2n3nc1/p1R1p1p1p/2p6/6P2/P1P1P3P/2N1C2C1/9/2BAKABNR w - - 0 7
b0c2 327 r1bakabr1/8c/1cn3n2/p1p1p1R1p/6p2/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB2 w - - 0 7
i9h9 305 1rbakab1r/9/1cn3nc1/p3p1p1p/2p6/9/P1P1P1P1P/2N1C1C1N/9/1RBAKAB1R b - - 0 5
a9b9 305 r1bakabr1/9/1cn3nc1/p1p1p3p/6p2/9/P1P1P1P1P/N1C1C1N2/9/R1BAKABR1 b - - 0 5
i0h0 303 r1bakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
a0b0 303 r1bakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
g3g4 297 1rbakab1r/9/1cn3nc1/pR2p1p1p/2p6/9/P1P1P1P1P/2N1C2C1/9/2BAKABNR w - - 0 5
c3c4 297 r1bakabr1/9/1cn3nc1/p1p1p2Rp/6p2/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB2 w - - 0 5
b6b4 292 1rbakab1r/9/1cn3n2/pR2p2cp/2p3p2/9/P1P1P1P1P/2N1C1NC1/8R/2BAKAB2 w - - 0 7
h6h4 292 r1bakabr1/9/2n3nc1/pc2p2Rp/2p3p2/9/P1P1P1P1P/1CN1C1N2/R8/2BAKAB2 w - - 0 7
g6g5 291 1rbakab1r/9/1cn3nc1/p1p1p1p1p/9/2P6/P3P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 4
c6c5 291 r1bakabr1/9/1cn3nc1/p1p1p1p1p/9/6P2/P1P1P3P/1C2C1N2/9/RNBAKABR1 b - - 0 4
h0g2 278 2bakabnr/r8/2n1c2c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
b0c2 278 rnbakab2/8r/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
f9e8 277 1rbakab1r/c8/2n3nc1/p1R1p1p1p/2p6/6P2/P1P1P3P/2N1C1NC1/9/2BAKAB1R b - - 0 7
d9e8 277 r1bakabr1/8c/1cn3n2/p1p1p1R1p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2 b - - 0 7
i6i5 268 1rbakab1r/9/1cn3nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C2CN/9/1RBAKAB1R b - - 0 5
a6a5 268 r1bakabr1/9/1cn3nc1/p3p1p1p/2p6/6P2/P1P1P3P/NC2C1N2/9/R1BAKABR1 b - - 0 5
h9g7 258 r1bakabnr/9/1cn2c3/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 3
b9c7 258 rnbakab1r/9/3c2nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 3
h2g2 253 rnbakabnr/9/1c5c1/p1p1p3p/6p2/2P6/P3P1P1P/1C5C1/9/RNBAKABNR w - - 0 2
b2c2 253 rnbakabnr/9/1c5c1/p3p1p1p/2p6/6P2/P1P1P3P/1C5C1/9/RNBAKABNR w - - 0 2
c3c4 246 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/4C2C1/9/RNBAKABNR w - - 0 2
g3g4 246 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C4/9/RNBAKABNR w - - 0 2
a0b0 237 r1bakabnr/9/1cn4c1/p3p1p1p/2p6/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
i0h0 237 rnbakab1r/9/1c4nc1/p1p1p3p/6p2/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
